pc4;woonplaatscode;woonplaatsnaam;gemeentecode;gemeentenaam;provinciecode;provincienaam;veiligheidsregio;politie-eenheid;omgevingsdienst;drinkwater;netbeheer
1433;2572;Kudelstaart;0358;Aalsmeer;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied;PWN;Liander
8374;2704;Kuinre;1708;Steenwijkerland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
4584;3097;Kuitaart;0677;Hulst;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
4434;1257;Kwadendamme;0654;Borsele;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
1471;1839;Kwadijk;0385;Edam-Volendam;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond;PWN;Liander
2295;2657;Kwintsheul;1783;Westland;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Evides;Westland infra
8055;1495;Laag Zuthem;0177;Raalte;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
6998;1522;Laag-Keppel;1876;Bronckhorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek;Vitens;Liander
6957;1506;Laag-Soeren;0275;Rheden;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem;Vitens;Liander
5094;1876;Lage Mierde;1667;Reusel-De Mierden;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
3749;1093;Lage Vuursche;0308;Baarn;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
4926;2576;Lage Zwaluwe;1719;Drimmelen;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
9623;1352;Lageland;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
9622;3636;Lageland GN;0014;Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
1658;3150;Lambertschaag;0420;Medemblik;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
4586;3099;Lamswaarde;0677;Hulst;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
8893;2618;Landerum;0093;Terschelling;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
6371;3055;Landgraaf;0882;Landgraaf;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
6372;3055;Landgraaf;0882;Landgraaf;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
6373;3055;Landgraaf;0882;Landgraaf;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
6374;3055;Landgraaf;0882;Landgraaf;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
5445;2080;Landhorst;1702;Sint Anthonis;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord;BrabantWater;Enexis
1121;1328;Landsmeer;0415;Landsmeer;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond;PWN;Liander
3947;1303;Langbroek;0352;Wijk bij Duurstede;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht;Vitens;Stedin
8425;1759;Langedijke;0085;Ooststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8484;1724;Langelille;0098;Weststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
9304;1638;Langelo;1699;Noordenveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
9333;1638;Langelo;1699;Noordenveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
5453;1978;Langenboom;0815;Mill en Sint Hubert;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord;BrabantWater;Enexis
2967;1808;Langerak;1927;Molenwaard;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
7679;1289;Langeveen;0183;Tubbergen;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
4771;1326;Langeweg;1709;Moerdijk;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
4772;1326;Langeweg;1709;Moerdijk;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
8404;3349;Langezwaag;0086;Opsterland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8525;2494;Langweer;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
1251;2890;Laren;0417;Laren;27;Noord-Holland;Gooi en Vechtstreek;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;PWN;Liander
1252;2890;Laren;0417;Laren;27;Noord-Holland;Gooi en Vechtstreek;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;PWN;Liander
3744;2890;Laren;0417;Laren;27;Noord-Holland;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
7245;1342;Laren;0262;Lochem;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek;Vitens;Liander
6988;1301;Lathum;0299;Zevenaar;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem;Vitens;Liander
7635;1410;Lattrop-Breklenkamp;1774;Dinkelland;23;Overijssel;Twente;Oost-Nederland;RUD Twente;Vitens;Enexis
9976;3419;Lauwersoog;1663;De Marne;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
9885;2120;Lauwerzijl;0056;Zuidhorn;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
5846;2081;Ledeacker;1702;Sint Anthonis;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord;BrabantWater;Enexis
9351;2341;Leek;0022;Leek;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
5595;1315;Leende;1658;Heeze-Leende;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
9965;3420;Leens;1663;De Marne;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
4245;2110;Leerbroek;0707;Zederik;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
4141;2271;Leerdam;0545;Leerdam;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
4142;2271;Leerdam;0545;Leerdam;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
4143;2271;Leerdam;0545;Leerdam;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
9912;3448;Leermens;0024;Loppersum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
3956;3587;Leersum;1581;Utrechtse Heuvelrug;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht;Vitens;Stedin
8911;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8912;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8913;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8914;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8915;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8916;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8917;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8918;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8919;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8921;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8922;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8923;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8924;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8925;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8926;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8927;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8931;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8932;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8933;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8934;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8935;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8936;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8937;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8938;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8939;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8941;3615;Leeuwarden;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8527;2495;Legemeer;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
2311;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2312;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2313;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2314;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2315;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2316;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2317;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2318;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2321;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2322;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2323;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2324;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2331;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2332;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2333;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2334;2088;Leiden;0546;Leiden;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Dunea;Liander
2351;2112;Leiderdorp;0547;Leiderdorp;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Oasen;Liander
2352;2112;Leiderdorp;0547;Leiderdorp;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Oasen;Liander
2353;2112;Leiderdorp;0547;Leiderdorp;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Oasen;Liander
2064;1621;Leidschendam;1916;Leidschendam-Voorburg;28;Zuid-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond;PWN;Liander
2261;1621;Leidschendam;1916;Leidschendam-Voorburg;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2262;1621;Leidschendam;1916;Leidschendam-Voorburg;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2263;1621;Leidschendam;1916;Leidschendam-Voorburg;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2264;1621;Leidschendam;1916;Leidschendam-Voorburg;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2265;1621;Leidschendam;1916;Leidschendam-Voorburg;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2266;1621;Leidschendam;1916;Leidschendam-Voorburg;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2267;1621;Leidschendam;1916;Leidschendam-Voorburg;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden;Dunea;Stedin
2451;3541;Leimuiden;1884;Kaag en Braassem;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland;Oasen;Liander
2155;1605;Leimuiderbrug;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied;PWN;Liander
2931;2376;Lekkerkerk;1931;Krimpenerwaard;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Stedin
2941;2376;Lekkerkerk;1931;Krimpenerwaard;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland;Oasen;Stedin
9081;1198;Lekkum;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
9794;1835;Lellens;0009;Ten Boer;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
8211;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8212;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8218;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8219;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8221;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;;Liander
8222;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8223;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8224;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8225;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8226;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8231;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8232;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8233;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8239;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8241;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8242;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;;Liander
8243;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8244;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;;Liander
8245;1051;Lelystad;0995;Lelystad;24;Flevoland;Flevoland;Midden-Nederland;Omgevingsdienst Flevoland en Gooi & Vechtstreek;Vitens;Liander
8148;2552;Lemele;0175;Ommen;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
8151;1238;Lemelerveld;0148;Dalfsen;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
8152;1238;Lemelerveld;0148;Dalfsen;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
8153;1238;Lemelerveld;0148;Dalfsen;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
8154;1238;Lemelerveld;0148;Dalfsen;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
6295;1430;Lemiers;0981;Vaals;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
8531;2245;Lemmer;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;;Liander
8532;2245;Lemmer;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
7044;2208;Lengel;1955;Montferland;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek;Vitens;Liander
6515;2545;Lent;0268;Nijmegen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen;Vitens;Liander
6663;2545;Lent;0268;Nijmegen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen;Vitens;Liander
8833;2025;Leons;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
4664;1939;Lepelstraat;0748;Bergen op Zoom;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant;BrabantWater;Enexis
9827;2342;Lettelbert;0022;Leek;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen;Groningen;Enexis
7434;2858;Lettele;0150;Deventer;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
5809;2330;Leunen;0984;Venray;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord;WML;Enexis
6615;2567;Leur;0296;Wijchen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen;Vitens;Liander
3831;2638;Leusden;0327;Leusden;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3832;2638;Leusden;0327;Leusden;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3833;2638;Leusden;0327;Leusden;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
3834;2638;Leusden;0327;Leusden;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht;Vitens;Stedin
6578;2876;Leuth;1945;Berg en Dal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen;Vitens;Liander
9313;1639;Leutingewolde;1699;Noordenveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
6974;1112;Leuvenheim;0213;Brummen;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel;Vitens;Liander
6091;2040;Leveroy;0946;Nederweert;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord;WML;Enexis
6092;2040;Leveroy;0946;Nederweert;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord;WML;Enexis
4456;1258;Lewedorp;0654;Borsele;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland;Evides;Enduris
4128;2105;Lexmond;0707;Zederik;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid;Oasen;Stedin
9176;3207;Lichtaard;1722;Ferwerderadiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
7131;2227;Lichtenvoorde;1586;Oost Gelre;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek;Vitens;Liander
7132;2227;Lichtenvoorde;1586;Oost Gelre;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek;Vitens;Liander
5298;2440;Liempde;0757;Boxtel;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord;BrabantWater;Enexis
4033;3379;Lienden;0214;Buren;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland;Vitens;Liander
8144;1496;Lierderholthuis;0177;Raalte;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland;Vitens;Enexis
7364;2250;Lieren;0200;Apeldoorn;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel;Vitens;Liander
5715;2746;Lierop;0847;Someren;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
8895;2616;Lies;0093;Terschelling;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8896;2616;Lies;0093;Terschelling;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
5737;1447;Lieshout;1659;Laarbeek;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
5757;1776;Liessel;0762;Deurne;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant;BrabantWater;Enexis
7137;2225;Lievelde;1586;Oost Gelre;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek;Vitens;Liander
9304;1640;Lieveren;1699;Noordenveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
1175;1616;Lijnden;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied;PWN;Liander
6141;2815;Limbricht;1883;Sittard-Geleen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg;WML;Enexis
1906;2270;Limmen;0383;Castricum;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord;PWN;Liander
7925;3168;Linde;1690;De Wolden;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe;WMD;Enexis
5439;1453;Linden;1684;Cuijk;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord;BrabantWater;Enexis
6067;1921;Linne;1641;Maasgouw;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord;WML;Enexis
3461;1963;Linschoten;0335;Montfoort;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht;Vitens;Stedin
9134;3401;Lioessens;0058;Dongeradeel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
8408;3350;Lippenhuizen;0086;Opsterland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân;Vitens;Liander
