wplcode;Woonplaatsnaam;gemcode;Gemeentenaam;Provinciecode;Provincienaam;Veiligheidsregio;Politie-eenheid;Omgevingsdienst
2443;Oentsjerk;0737;Tytsjerksteradiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3506;Offingawier;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1923;Ohé en Laak;1641;Maasgouw;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
3470;Oijen;0828;Oss;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
3604;Oirlo;0984;Venray;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2101;Oirsbeek;0962;Schinnen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1207;Oirschot;0823;Oirschot;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
2646;Oisterwijk;0824;Oisterwijk;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
2859;Okkenbroek;0150;Deventer;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
1529;Olburgen;1876;Bronckhorst;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
1762;Oldeberkoop;0085;Ooststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3071;Oldebroek;0269;Oldebroek;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
1731;Oldeholtpade;0098;Weststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1732;Oldeholtwolde;0098;Weststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2124;Oldehove;0056;Zuidhorn;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2179;Oldekerk;0015;Grootegast;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1733;Oldelamer;0098;Weststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2707;Oldemarkt;1708;Steenwijkerland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
1668;Oldenzaal;0173;Oldenzaal;23;Overijssel;Twente;Oost-Nederland;RUD Twente
3476;Oldenzijl;1651;Eemsmond;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2498;Oldeouwer;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1734;Oldetrijne;0098;Weststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1379;Olst;1773;Olst-Wijhe;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
3353;Olterterp;0086;Opsterland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2930;Ommel;0743;Asten;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
3629;Ommen;0175;Ommen;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
3381;Ommeren;0214;Buren;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
2831;Onderdendam;0005;Bedum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2708;Onna;1708;Steenwijkerland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
1269;Onnen;0017;Haren;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3076;Onstwedde;0037;Stadskanaal;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2877;Ooij;1945;Berg en Dal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen
2133;Ooltgensplaat;1924;Goeree-Overflakkee;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
1208;Oost West en Middelbeers;0823;Oirschot;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
2960;Oostburg;1714;Sluis;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
3464;Oostdijk;0703;Reimerswaal;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2957;Oosteind;0826;Oosterhout;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
2990;Oosterbeek;0274;Renkum;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
1375;Oosterbierum;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3619;Oosterblokker;0498;Drechterland;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2614;Oosterend;0093;Terschelling;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2742;Oosterend;0448;Texel;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2160;Oosterhesselen;0109;Coevorden;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3596;Oosterhout;0826;Oosterhout;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1869;Oosterhout;1734;Overbetuwe;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
2683;Oosterland;1676;Schouwen-Duiveland;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
1510;Oosterleek;0498;Drechterland;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3477;Oosternieland;1651;Eemsmond;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3407;Oosternijkerk;0058;Dongeradeel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1735;Oosterstreek;0098;Weststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2274;Oosterwijk;0545;Leerdam;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
3451;Oosterwijtwerd;0024;Loppersum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1763;Oosterwolde;0085;Ooststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3072;Oosterwolde Gld;0269;Oldebroek;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
2246;Oosterzee;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3554;Oost-Graftdijk;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2415;Oosthem;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1841;Oosthuizen;0385;Edam-Volendam;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
2781;Oostkapelle;0717;Veere;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2285;Oostknollendam;0880;Wormerland;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
3408;Oostrum;0058;Dongeradeel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3605;Oostrum;0984;Venray;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1076;Oost-Souburg;0718;Vlissingen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
1209;Oostvoorne;0614;Westvoorne;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
2344;Oostwold;0022;Leek;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1898;Oostwold;1895;Oldambt;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3567;Oostwoud;0420;Medemblik;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2113;Oostzaan;0431;Oostzaan;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
1412;Ootmarsum;1774;Dinkelland;23;Overijssel;Twente;Oost-Nederland;RUD Twente
3285;Opeinde;0090;Smallingerland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2180;Opende;0015;Grootegast;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3364;Ophemert;0304;Neerijnen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
1098;Opheusden;1740;Neder-Betuwe;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
3365;Opijnen;0304;Neerijnen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
2082;Oploo;1702;Sint Anthonis;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
2791;Opmeer;0432;Opmeer;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2416;Oppenhuizen;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3155;Opperdoes;0420;Medemblik;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3019;Oranje;1731;Midden-Drenthe;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2189;Oranjewoud;0074;Heerenveen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3020;Orvelte;1731;Midden-Drenthe;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2038;Ospel;0946;Nederweert;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
3249;Oss;0828;Oss;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1002;Ossendrecht;0873;Woensdrecht;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
3102;Ossenisse;0677;Hulst;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2842;Ossenwaard;0620;Vianen;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
2709;Ossenzijl;1708;Steenwijkerland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
1888;Oterleek;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2767;Otterlo;0228;Ede;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst De Vallei
2480;Ottersum;0907;Gennep;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
3628;Ottoland;1927;Molenwaard;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
3540;Oud Ade;1884;Kaag en Braassem;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland
1175;Oud Annerveen;1680;Aa en Hunze;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1248;Oud Gastel;1655;Halderberge;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1413;Oud Ootmarsum;1774;Dinkelland;23;Overijssel;Twente;Oost-Nederland;RUD Twente
2066;Oud Zuilen;1904;Stichtse Vecht;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
1985;Oud-Alblas;1927;Molenwaard;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
2793;Oud-Beijerland;0584;Oud-Beijerland;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
2932;Ouddorp;1924;Goeree-Overflakkee;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
1599;Oude Meer;0394;Haarlemmermeer;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst Noordzeekanaalgebied
2519;Oude Niedorp;1911;Hollands Kroon;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
1397;Oude Pekela;0765;Pekela;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3039;Oude Wetering;1884;Kaag en Braassem;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst West-Holland
3117;Oude Willem;1701;Westerveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3328;Oudebildtzijl;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1680;Oudega;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3286;Oudega;0090;Smallingerland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2417;Oudega;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3522;Oudehaske;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2195;Oudehorne;0074;Heerenveen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1261;Oudelande;0654;Borsele;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
1681;Oudemirdum;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1320;Oudemolen;1709;Moerdijk;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
2917;Oudemolen;1730;Tynaarlo;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1246;Oudenbosch;1655;Halderberge;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1188;Oudendijk;1598;Koggenland;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
1388;Oudenhoorn;0530;Hellevoetsluis;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
2129;Ouderkerk aan de Amstel;0437;Ouder-Amstel;27;Noord-Holland;Amsterdam-Amstelland;Amsterdam;Omgevingsdienst Noordzeekanaalgebied
2373;Ouderkerk aan den IJssel;1931;Krimpenerwaard;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland
2233;Oudeschans;1950;Westerwolde;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2743;Oudeschild;0448;Texel;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3478;Oudeschip;1651;Eemsmond;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
2188;Oudeschoot;0074;Heerenveen;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2763;Oudesluis;0441;Schagen;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2134;Oude-Tonge;1924;Goeree-Overflakkee;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
1910;Oudewater;0589;Oudewater;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
1423;Oudezijl;1895;Oldambt;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3519;Oudheusden;0797;Heusden;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1119;Oudkarspel;0416;Langedijk;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
3290;Oudkarspel;0441;Schagen;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2350;Oudorp;0361;Alkmaar;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
2077;Oud-Vossemeer;0716;Tholen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
3313;Oudwoude;0079;Kollumerland en Nieuwkruisland;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2684;Ouwerkerk;1676;Schouwen-Duiveland;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2500;Ouwsterhaule;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2501;Ouwster-Nijega;1940;De Fryske Marren;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3496;Overasselt;0252;Heumen;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen
3588;Overberg;1581;Utrechtse Heuvelrug;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
1715;Overdinkel;0168;Losser;23;Overijssel;Twente;Oost-Nederland;RUD Twente
3263;Overlangel;0828;Oss;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1220;Overloon;0756;Boxmeer;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
1354;Overschild;1952;Midden-Groningen;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1132;Overslag;0715;Terneuzen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2653;Overveen;0377;Bloemendaal;27;Noord-Holland;Kennemerland;Noord-Holland;Omgevingsdienst IJmond
1262;Ovezande;0654;Borsele;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2710;Paasloo;1708;Steenwijkerland;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
3409;Paesens;0058;Dongeradeel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2979;Pannerden;0299;Zevenaar;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
3443;Panningen;1894;Peel en Maas;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1911;Papekop;0589;Oudewater;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
1477;Papendrecht;0590;Papendrecht;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
2818;Papenhoven;1883;Sittard-Geleen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1176;Papenvoort;1680;Aa en Hunze;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2319;Parrega;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2910;Paterswolde;1730;Tynaarlo;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1645;Peest;1699;Noordenveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1368;Peins;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1646;Peize;1699;Noordenveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
1736;Peperga;0098;Weststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3085;Pernis Rotterdam;0599;Rotterdam;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
2878;Persingen;1945;Berg en Dal;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen
1818;Pesse;0118;Hoogeveen;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
3118;Pesse;1701;Westerveld;22;Drenthe;Drenthe;Noord-Nederland;RUD Drenthe
2761;Petten;0441;Schagen;27;Noord-Holland;Noord-Holland-Noord;Noord-Holland;RUD Noord-Holland Noord
1133;Philippine;0715;Terneuzen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2320;Piaam;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2888;Piershil;0588;Korendijk;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
3423;Pieterburen;1663;De Marne;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1374;Pietersbierum;1949;Waadhoeke;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2125;Pieterzijl;0056;Zuidhorn;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
1141;Pijnacker;1926;Pijnacker-Nootdorp;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden
2321;Pingjum;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2804;Plasmolen;0944;Mook en Middelaar;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
2635;Poederoijen;0297;Zaltbommel;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
2661;Poeldijk;1783;Westland;28;Zuid-Holland;Haaglanden;Den Haag;Omgevingsdienst Haaglanden
1962;Polsbroek;0331;Lopik;26;Utrecht;Utrecht;Midden-Nederland;RUD Utrecht
2363;Poortugaal;0613;Albrandswaard;28;Zuid-Holland;Rotterdam-Rijnmond;Rotterdam;Milieudienst DCMR
2072;Poortvliet;0716;Tholen;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2533;Poppenwier;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2593;Posterholt;1669;Roerdalen;31;Limburg;Limburg-Noord;Limburg;RUD Limburg-Noord
1705;Prinsenbeek;0758;Breda;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
2906;Puiflijk;0225;Druten;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Regio Nijmegen
1049;Punthorst;0180;Staphorst;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
1749;Purmer;0385;Edam-Volendam;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
1946;Purmer;0852;Waterland;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
3103;Purmerend;0439;Purmerend;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
1330;Purmerland;0415;Landsmeer;27;Noord-Holland;Zaanstreek-Waterland;Noord-Holland;Omgevingsdienst IJmond
2102;Puth;0962;Schinnen;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
1003;Putte;0873;Woensdrecht;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
3580;Putten;0273;Putten;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Noord-Veluwe
2384;Puttershoek;0585;Binnenmaas;28;Zuid-Holland;Zuid-Holland-Zuid;Rotterdam;Omgevingsdienst Zuid-Holland Zuid
1491;Raalte;0177;Raalte;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
1752;Raamsdonk;0779;Geertruidenberg;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
1750;Raamsdonksveer;0779;Geertruidenberg;30;Noord-Brabant;Midden- en West-Brabant;Zeeland - West-Brabant;Omgevingsdienst Midden- en West-Brabant
3410;Raard;0058;Dongeradeel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1559;Radewijk;0160;Hardenberg;23;Overijssel;IJsselland;Oost-Nederland;RUD IJsselland
3563;Radio Kootwijk;0200;Apeldoorn;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Veluwe IJssel
2534;Raerd;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1870;Randwijk;1734;Overbetuwe;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
1854;Ransdaal;0986;Voerendaal;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
2470;Rasquert;0053;Winsum;20;Groningen;Groningen;Noord-Nederland;Omgevingsdienst Groningen
3254;Ravenstein;0828;Oss;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
3382;Ravenswaaij;0214;Buren;25;Gelderland;Gelderland-Zuid;Oost-Nederland;Omgevingsdienst Rivierenland
1764;Ravenswoud;0085;Ooststellingwerf;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
3272;Readtsjerk;1891;Dantumadiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2028;Reahûs;1900;Súdwest-Fryslân;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
2535;Reduzum;0080;Leeuwarden;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1852;Reek;1685;Landerd;30;Noord-Brabant;Brabant-Noord;Oost-Brabant;Omgevingsdienst Brabant Noord
2476;Reeuwijk;1901;Bodegraven-Reeuwijk;28;Zuid-Holland;Hollands Midden;Den Haag;Omgevingsdienst Midden-Holland
1227;Reijmerstok;1729;Gulpen-Wittem;31;Limburg;Zuid-Limburg;Limburg;RUD Zuid-Limburg
3209;Reitsum;1722;Ferwerderadiel;21;Friesland;Fryslân;Noord-Nederland;Utfieringstsjinst Miljeu en Omjouwing Fryslân
1663;Rekken;1859;Berkelland;25;Gelderland;Noord- en Oost-Gelderland;Oost-Nederland;Omgevingsdienst Achterhoek
2685;Renesse;1676;Schouwen-Duiveland;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
2991;Renkum;0274;Renkum;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
2141;Renswoude;0339;Renswoude;26;Utrecht;Utrecht;Midden-Nederland;Omgevingsdienst Regio Utrecht
3137;Ressen;1705;Lingewaard;25;Gelderland;Gelderland-Midden;Oost-Nederland;Omgevingsdienst Regio Arnhem
2970;Retranchement;1714;Sluis;29;Zeeland;Zeeland;Zeeland - West-Brabant;RUD Zeeland
1877;Reusel;1667;Reusel-De Mierden;30;Noord-Brabant;Brabant-Zuidoost;Oost-Brabant;Omgevingsdienst Zuidoost-Brabant
1293;Reutum;0183;Tubbergen;23;Overijssel;Twente;Oost-Nederland;RUD Twente
